method,summary,rouge1,rouge2,rougeL,bleu,meteor,bertscore
hybrid,"A study has found that the gender gap at physics is still a problem in England, with only 20% being female.",0.35555555555555557,0.0,0.13333333333333333,0.01851233365914895,0.15350877192982457,0.2840665280818939
abstractive,"The gender gap at physics A-level in England's schools has risen to a new level, according to the IoP.",0.5333333333333333,0.18604651162790697,0.35555555555555557,0.04359962328001735,0.2583852288867038,0.3429771363735199
extractive,"""But my personal view is if the politicians can't get their act together and get to an agreement the only other option is to go back to the people and have a second referendum to see whether people still feel the same way now that they did almost three years ago and resolve it that way. In a thinly veiled warning to MPs he said: ""It's astonishing that 27 European countries can agree on things a lot more readily than, frankly, our politicians. They should actually take a lesson from the solidarity the Europeans have shown over the last couple of years."" Mr Allan said politicians needed to put their ""prejudices behind them"", and try to find a settlement in an ""open-minded way"". Sincere cross-party collaboration must happen now to end this crisis."" 'Frustration' Other business organisations also expressed their impatience with the failure to reach a Brexit agreement. ""This extension buys Parliament some time to come to a consensus, but they can't afford to squander it.",0.24752475247524752,0.14,0.16831683168316833,0.04119318287753048,0.24994136551785345,0.26130911707878113
hybrid,"The UK's Chancellor Angela Merkel has said that if the politicians can't get their act together and get to an agreement, the only other option is to go back to the people and have a second referendum to see whether people still feel the same way now that they did almost three years ago and resolve it that way.",0.4615384615384615,0.31460674157303375,0.4395604395604395,0.12039541567374261,0.4258474353446009,0.38935577869415283
abstractive,"The CBI has warned that 27 European countries could agree on a ""lot more readily"" Brexit deal, despite the ""uncertainty"" of the UK's relationship with the EU.",0.3103448275862069,0.07142857142857142,0.2413793103448276,0.014777441904679571,0.11784511784511785,0.25121787190437317
extractive,"Jay Bourke, a restaurateur who is involved with the venue, told RTÉ he was ""not happy"" with what had happened Health Minister Stephen Donnelly said the ""vast majority of Irish people have sacrificed a huge amount to help suppress this virus"". ""The reckless actions of a small few can have huge repercussions on everyone else."" The person who took the video told RTÉ that when he arrived at the venue with his wife, some social distancing measures were being applied. Mr Bourke said footage from inside the premises showed that for the majority of the time people were complying with public health guidelines. He said 51 people had attended a brunch event, which was fully ticketed.",0.14705882352941177,0.029850746268656716,0.10294117647058824,0.008516106537688048,0.20346711403621978,0.17444470524787903
hybrid,"A man who took a video of a woman at a restaurant in Dublin has said he was ""not happy"" with what happened.",0.23255813953488372,0.0975609756097561,0.18604651162790697,0.03899828881387777,0.22989690721649483,0.3303900957107544
abstractive,A video showing a man pouring drinks into people's mouths has been filmed in the Republic of Ireland.,0.25641025641025644,0.0,0.15384615384615385,0.017726069896229893,0.07936507936507936,0.22988654673099518
extractive,"By Adam DonaldPolitical reporter, BBC News The spark - 15:12 GMT There was minimal description of the image in the tweet composed by Emily Thornberry, who had travelled to Rochester to campaign in the by-election. Backpedalling - 18:15 Emily Thornberry told Mail Online: ""It was a house covered in British flags. Labour MPs from John Mann to Douglas Alexander seem to think not, having lined up to denounce the tweet and say it was right for Ms Thornberry to resign.",0.23214285714285715,0.01818181818181818,0.14285714285714285,0.012915242865674213,0.23986880466472302,0.0492643266916275
hybrid,"The tweet that sparked a protest in the town of Rochester has been re-branded as a ""smoking house covered in British flags"".",0.18518518518518517,0.0,0.14814814814814814,0.01101678528307761,0.08561643835616438,0.15704794228076935
abstractive,"The BBC's Emily Thornberry tweets have been a'sneering' for Labour MPs, who have been sneering at Labour's campaign.",0.2692307692307692,0.04,0.15384615384615383,0.018556106039181723,0.12916666666666665,0.16802139580249786
extractive,"Emergency services were called to the fire on land in the East Mains of Pitfour area, near Mintlaw, shortly after 07:00 on Wednesday. It was extinguished by the Scottish Fire and Rescue Service (SFRS), and the body of the 77-year-old man was discovered inside. SFRS area commander Martin Tait said: ""We were alerted to reports of a fire within a static caravan.",0.25316455696202533,0.07792207792207792,0.1518987341772152,0.017861404475297632,0.3106120304701866,0.17252562940120697
hybrid,A man has been found dead in a caravan fire in the Scottish Borders. It was extinguished by the Scottish Fire and Rescue Service.,0.5263157894736842,0.3888888888888889,0.4736842105263159,0.1969869893777744,0.6250000000000001,0.5557352900505066
abstractive,A 77-year-old man has been found in a caravan in the Scottish Borders.,0.6206896551724138,0.29629629629629634,0.5517241379310344,0.22131477988685874,0.5919708677502443,0.5526387691497803
extractive,"South Yorkshire Police said two men aged 20 and 49 were arrested on Friday in connection with his death, bringing the total number of arrests to eight. Two boys, aged 16 and 17, have been charged with Mr Williams' murder and are next due to appear in court on 1 February. Police said one of the men arrested on Friday, a 20-year-old from Barnsley, was arrested on suspicion of murder, while a 49-year-old man from Doncaster was arrested on suspicion of assisting an offender and possession of ammunition.",0.15384615384615383,0.058823529411764705,0.11538461538461539,0.020932829038622158,0.2714445153061225,0.2271689623594284
hybrid,Two boys have been arrested in connection with the murder of a man who died in a car crash in South Yorkshire.,0.4705882352941177,0.31249999999999994,0.4705882352941177,0.22866722231574907,0.5402644230769231,0.5751758217811584
abstractive,Two men have been arrested in connection with the death of a man who was shot in the head by a man in the north-east of Yorkshire.,0.4,0.2631578947368421,0.4,0.18373344524824242,0.5202546296296297,0.6034654974937439
extractive,"The university only has to nominate one official candidate and has already declared that to be Lord Sainsbury. Seth Alexander Thevoz, who set up the Facebook campaign to get Mr Blessed nominated, said: ""Cambridge can do much better for itself. Mr Arain said: ""Cambridge should be an institution that nurtures the community as well as world-renowned educational values."" Whoever becomes chancellor will get a role for life as constitutional head of the university, advising on difficult issues and conferring honorary degrees at an annual ceremony.",0.16,0.0,0.1,0.006065260298306147,0.14218009478672985,0.06355997174978256
hybrid,"Cambridge University has announced it will nominate its chancellor, Sir John Blessed. The university has announced it will nominate its chancellor, Sir John Blessed.",0.3684210526315789,0.1111111111111111,0.2631578947368421,0.02983272055925956,0.24800000000000003,0.35046911239624023
abstractive,A mountaineer who has been nominated for the chancellor of Cambridge University has been named as chancellor.,0.3870967741935484,0.20689655172413793,0.3870967741935484,0.05148551848842733,0.31188811188811194,0.39748308062553406
extractive,"The BBC is now looking for a new authoritative presenter to follow in Clark's footsteps for the new series, which will use modern digital technology to provide a fresh overview of the history of art. ""The arts have been central to the BBC's past and are central to its future. As all arts organisations face the challenge of delivering more in a tight economic climate, it is vital that we work together in new ways to create a bigger and better offer to the public."" As well as including arts content in The One Show, the idea will be spread to other popular programmes such as BBC Radio 2's Simon Mayo show.",0.21739130434782605,0.07352941176470587,0.15942028985507248,0.02051908187930935,0.326589651302295,0.23858386278152466
hybrid,BBC Radio 2's BBC One show will be a new series of art shows to be broadcast on BBC Radio 2.,0.2666666666666666,0.046511627906976744,0.22222222222222224,0.01609539566008368,0.18701267056530213,0.27652686834335327
abstractive,The BBC has announced plans to launch a new series of arts shows to bring the arts to the public.,0.4186046511627907,0.04878048780487805,0.3255813953488372,0.03489378510475949,0.2572469679664981,0.471534788608551
extractive,"In the first ever study to measure the education ""disadvantage gap"" among students aged 16-19, provisional findings show that across all qualifications, poorer students are the equivalent of three A-level grades behind similar students from richer families. ""Our findings demonstrate very plainly that deep-seated inequalities follow poorer teenagers from school through to sixth form and college, and continue to widen further compared to otherwise similar students, as they work towards their qualifications."" The big gaps in grades is largely explained by poorer students already having lower grades at the end of their GCSEs, the researchers say. ""There is now a broad consensus that young people need additional support to recover from the disruption to their education caused by Covid, but as this report illustrates, sixth forms and colleges have been helping students to recover from a range of disadvantages for many years."" A Department for Education spokesperson said: ""We are determined to ensure disadvantaged students are properly supported while studying at college or sixth form so they can gain the skills they need to progress. ""This includes providing extra funding for disadvantaged 16 to 19-year-old students, specifically those with low prior attainment or who live in the most disadvantaged areas.""",0.10810810810810811,0.04545454545454545,0.09009009009009009,0.013656670081602247,0.19964443590236405,0.22114084661006927
hybrid,A study has found that poorer students are the equivalent of three A-level grades behind similar students from richer families.,0.4736842105263158,0.2777777777777778,0.4736842105263158,0.13264759167412227,0.38700846192135385,0.6355739235877991
abstractive,"The gap between poorer and affluent students in England and England has been ""chronic"" for the pandemic, a study suggests.",0.37837837837837834,0.17142857142857143,0.3243243243243243,0.0712441966571245,0.2599932249322493,0.3836084008216858
extractive,"Kamal AhmedEconomics editor@bbckamalon Twitter Another upgrade like today's and the Bank of England will be more positive than it was about the British economy in May last year - its final Inflation Report before the referendum. The Bank slashed growth projections to 0.8% for 2017 and 1.8% for 2018, a huge downgrade which would have resulted - if the forecasts came to pass - in an economy billions of pounds smaller than previously projected. In November, the Bank upgraded its growth forecasts by 0.6% for 2017, one of the most substantial increases it has ever published. It still believes - even with these substantial upgrades - that by 2019 the UK economy will be 1.5% smaller than it would have been had Britain voted to stay in the EU. And the decline in the value of sterling has boosted inflation, with the Bank warning today that wage growth is likely to stall and consumer consumption - one of the key drivers of economic growth - slow. Interestingly, though, the Bank has become a little more doveish on the inflation issue as the pound has strengthened slightly over the last two months. The Bank insists there is still a Brexit effect on the downside - and the Governor will be braced for more criticisms that the August report was simply too negative.",0.02586206896551724,0.0,0.02586206896551724,0.0024126709103483453,0.05763688760806917,-0.1383688598871231
hybrid,"The Bank of England has upgraded its growth forecasts by 0.6% for 2017 and 2018. Its latest increase is a huge downgrade, despite the Bank's slamming forecasts.",0.14285714285714288,0.0,0.09523809523809525,0.01336164739327787,0.09803921568627452,-0.01845341920852661
abstractive,The Bank of England is a little more chipper than it was about the British economy in May last year - but it is still wary about the future.,0.14634146341463414,0.0,0.0975609756097561,0.013527893330630132,0.12903225806451615,0.027729924768209457
extractive,"The move comes amid increased security concerns, particularly following the death of the Labour MP Jo Cox. A spokesperson for the House of Commons Commission, which supervises the overall running of the Houses of Parliament, said it did not publicly discuss the details of security arrangements and ""in the event that arrangements to MPs security are revised further, this information will be communicated privately to them"". We have recently streamlined the way we provide this support, responding to the security needs of MPs as defined by the police, while continuing to provide assurance about the public money spent.""",0.12389380530973451,0.0,0.07079646017699115,0.005373649655610941,0.12875536480686697,0.07616220414638519
hybrid,"MPs have been told to keep their security arrangements in place, despite the death of Labour MP Jo Cox.",0.29411764705882354,0.0,0.23529411764705882,0.020350410338249966,0.19480519480519481,0.23080405592918396
abstractive,"MPs who want to install security at Houses of Parliament have to apply to have them installed, the BBC has learned.",0.16666666666666666,0.0,0.16666666666666666,0.016475111107446542,0.09615384615384616,0.2705220580101013
extractive,"""The town hall officials who take forever to make those planning decisions that can be make or break for a business - and the investment and jobs that go with it. ""The public sector procurement managers who think that the answer to everything is a big contract with a big business and who shut out millions of Britain's small and medium sized companies from a massive potential market."" 'Reckless plan' Mr Cameron said ""enterprise is not just about markets - it's about morals too"", adding: ""We understand that enterprise is not just an economic good, it's a social good."" And he said the Conservatives had always been a ""party of builders and businesswomen; electricians and engineers; roofers and retailers"". 'Reheated rhetoric' Labour has accused the Conservatives of lacking a strategy for growth and being more interested in grabbing headlines. Shadow chancellor Ed Balls said: ""When we urgently need a plan for jobs and growth to get the economy moving again and help hard-pressed families all David Cameron and George Osborne can offer is empty words but precious little action. ""All we've heard from this conference is the reheated rhetoric and warmed up policies of 30 years ago - a VAT rise, deep spending cuts, knee-jerk deregulation and enterprise zones which didn't work when they were tried in the 1980s.",0.12955465587044535,0.0489795918367347,0.08097165991902834,0.007470613514687926,0.22516048672990327,0.055547431111335754
hybrid,"The Conservatives have defended the Conservatives' plans to build a ""small business"" and a ""social good"" for the economy, the Conservatives have said.",0.2127659574468085,0.0,0.1702127659574468,0.01735200065903686,0.13043478260869565,0.23925663530826569
abstractive,"The prime minister has said he is ""spark of initiative"" to promote growth and ingenuity in Britain.",0.39024390243902435,0.05128205128205128,0.19512195121951217,0.015692856672181184,0.13392857142857142,0.2593851089477539
extractive,"The Asian-themed game is seen as an attempt to shore up WoW's dwindling subscriber base and cement its popularity in China. Part of WoW's decline has been put down to growing competition from other top tier games that have launched in recent months. As with other expansions, Blizzard is overhauling many other parts of the game at the same time as introducing Pandaria.",0.10256410256410256,0.0,0.07692307692307693,0.005938523275835773,0.154320987654321,0.13192011415958405
hybrid,"WoW has re-launched its first Asian-themed game, Blizzard, in the US.",0.08,0.0,0.08,0.0,0.0,0.24017202854156494
abstractive,"WoW has announced a new expansion for the world's biggest online game, World of Warcraft.",0.42857142857142855,0.15384615384615383,0.28571428571428575,0.019730657693620934,0.13157894736842105,0.33786439895629883
extractive,"""The last thing the governing council wants is an unwanted tightening and for conditions that may either slow down this process or even jeopardise it."" Claus Vistesen, chief eurozone economist at Pantheon Macroeconomics, said: ""The comment on inflation which is sticking in our head is Mr Draghi's notice to markets that: 'We are not there yet.'"" 'Super-sensitive' markets However, the euro did move sharply to a 14-month high against the dollar when at one point Mr Draghi hinted that the governing council of the ECB might start discussing reducing QE in the autumn. Patrick O'Donnell, senior investment manager at Aberdeen Asset Management, said: ""This is a well-choreographed attempt by Mr Draghi to make sure that financial markets don't get ahead of themselves after his more hawkish comments of late."" The QE bond-buying programme, together with ultra-low interest rates, was designed to encourage lending and fend off the threat of deflation in the eurozone. Underlying inflation in the euro area is expected to rise only gradually over the medium term."" Aberdeen Asset Management's Mr O'Donnell said: ""We probably won't hear anything significant out of the ECB until September, which is plenty of time for investors to digest Mr Draghi's caveat laden hawkishness.",0.08368200836820083,0.0,0.050209205020920494,0.0030128386996265293,0.10344827586206898,-0.009309349581599236
hybrid,The governing council of the ECB has urged investors to consider reducing QE in the autumn.,0.1904761904761905,0.05,0.1904761904761905,0.011070499014324397,0.06,0.3507099747657776
abstractive,The ECB has warned that the eurozone could be re-broadcast by the end of the year.,0.13953488372093026,0.048780487804878044,0.13953488372093026,0.010003325090304339,0.04,0.3049182891845703
extractive,"According to official figures, between January and March, the country's economy grew by just 0.9%, compared with the previous quarter. The figure has raised concerns that Africa's largest economy is struggling to regain momentum. Nicky Weimar, senior economist at Nedbank, said: ""To put it mildly, it's a very disappointing number."" ""It's a very tricky situation for the monetary policy committee [of the central bank] - growth is obviously a lot weaker than they thought,"" he added.",0.1263157894736842,0.043010752688172046,0.10526315789473684,0.006026375998515526,0.09900990099009901,0.21142111718654633
hybrid,"The country's economy has jumped by just 0.9% in the first quarter of the year, a figure that has raised concerns about the country's economy.",0.32558139534883723,0.1951219512195122,0.32558139534883723,0.06315001073919767,0.16556291390728478,0.4543866515159607
abstractive,"South Africa's economy has grew by just 0.9% in the first quarter of the year, according to the latest figures.",0.4864864864864865,0.34285714285714286,0.4864864864864865,0.09215926481983776,0.32848755940732455,0.634997546672821
extractive,"""This will double the use of renewable fuels, reduce our reliance on imported fossil diesel, and deliver emissions savings equal to taking another one million cars off the road,"" it said. ""We are working closely with the industry and motoring groups to consider the issues around a potential introduction of E10 and the role government can play in this."" Vivergo said it had welcomed the government's proposals to increase the use of renewable fuels, but ""remained concerned that there is no roll-out framework for E10 in the UK, the absence of which could have serious consequences for the long-term future of the UK bioethanol industry"". ""I am not predicting that we will be one of them but with an unclear restart date, it is clearly concerning for all involved with Vivergo Fuels.""",0.06578947368421052,0.013333333333333334,0.03947368421052632,0.0031651351574990593,0.07246376811594203,0.06733492016792297
hybrid,"Vivergo Fuels has said it is ""clearly concerned"" that it will introduce E10 in the UK, despite the government's proposals to increase the use of renewable fuels.",0.22222222222222224,0.046511627906976744,0.13333333333333333,0.01015265650850611,0.08771929824561403,0.19315946102142334
abstractive,"The UK's government has said it will stop production of bioethanol in the UK by 2020, despite government delays.",0.4324324324324324,0.17142857142857143,0.37837837837837834,0.04089148102978526,0.32639953987730064,0.4484323561191559
extractive,"The Trump campaign adverts ask: ""Why won't Sleepy Joe commit to an ear test?"" and ""Who is in Joe's ear?"" Accusations that presidential candidates have received debate help via hidden hearing devices are familiar, albeit unproven. At least 15 versions The advertising campaign was launched after the debate, and also promotes two other baseless but widely shared rumours about Mr Biden. The photo featured in the advert is not from Tuesday's debate. Rumour origins Hours before the debate, the claims went viral on Facebook and YouTube. The claims were picked up by Fox News and other conservative news outlets. Those who believe in QAnon are known for promoting political disinformation on social media which targets opponents of the president.",0.1986754966887417,0.0,0.09271523178807947,0.005172738072856576,0.17955801104972374,0.15560846030712128
hybrid,The president's campaign has launched a campaign to promote a campaign to promote a presidential candidate.,0.2173913043478261,0.0,0.17391304347826086,0.009397254261401687,0.09652509652509653,0.26671072840690613
abstractive,"The Trump campaign has branded the campaign's campaign a ""drug test"" for the president's earpiece.",0.2173913043478261,0.0,0.17391304347826086,0.008865555982826182,0.05813953488372093,0.17764611542224884
extractive,"He added: ""I am confident that the authority and policing will continue to improve in the coming years and I want to thank all of the staff and officers who I have had the pleasure of working with over the past four years."" Chief officer Although the CEO position is considered redundant, the SPA said it was seeking a 12-month secondee to act as chief officer for the SPA. The HM Inspectorate of Constabulary in Scotland report into the authority, authored by inspector Derek Penman, found ""positive signs of improvement"" in SPA board operations over the last 18 months, with improved relationships between the SPA and Police Scotland and the development of the Policing 2026 strategy described as a ""major milestone"". ""There is a fundamental need to listen to the views of stakeholders to maintain public confidence, and on this occasion the SPA has failed to do so until pressed by parliamentary committees. ""The SPA must recognise the legitimate interests of parliament, local authorities, staff associations, the press and the wider public in the scrutiny of policing in Scotland."" 'Gross misconduct' The SPA describes its role as ""to maintain policing, promote policing principles and continuous improvement of policing, and to hold the Chief Constable to account"".",0.08181818181818182,0.01834862385321101,0.07272727272727274,0.004882106517233189,0.1238390092879257,0.07254335284233093
hybrid,The SPA has been re-appointed as chief officer of the Scottish Police Police. It is seeking a secondee to act as its chief officer.,0.47368421052631576,0.16666666666666666,0.4210526315789474,0.1171291646655074,0.4981161347517731,0.3482639491558075
abstractive,The chief executive of the SPA has been resigning from the SPA after a review by the HM Inspectorate of Constabulary in Scotland.,0.33333333333333337,0.23529411764705885,0.33333333333333337,0.15415064977510756,0.26571428571428574,0.4282675087451935
extractive,"Rory Cellan-JonesTechnology correspondent@BBCRoryCJon Twitter On the Tech Tent podcast this week, we look at the fallout from the cancellation of Mobile World Congress - and ask whether social media has played a positive or negative role in helping people understand the threat posed by the virus. But he said a 24/7 news culture and the rise of social media made that fear spread faster than the virus itself - especially as the coronavirus was being diagnosed far more rapidly than Sars was 20 years ago. Even if people were attending the show from China, he said, ""we have new ways to diagnose these types of infections very quickly and accurately so that shouldn't be a concern."" Feeling the heat at Samsung The following day, the mobile industry's market leader Samsung was launching its latest devices in San Francisco. Disappointment and disinformation That move looked even smarter the next day, when the news came through that MWC had been cancelled. Meanwhile, a World Health Organization official has been visiting the Silicon Valley tech giants this week to express concerns over the spread of misinformation about the coronavirus on social media. Standing outside Google's Mountain View headquarters, Andrew Pattison had this warning: ""The spread of misinformation, and false information about the virus itself is spread faster than the virus, and it's got into more people's lives and infected more people than the actual virus itself."" Examples include people falsely claiming that eating garlic or taking vitamin C could ward off the disease, or changing credible websites such as that of the Canadian Health Ministry to insert false information about schools which had been affected by the coronavirus.",0.13071895424836602,0.05263157894736842,0.09150326797385622,0.01045453497194706,0.2327138492871691,0.08201339095830917
hybrid,Google's Google search giants have been urging users to take a look at the coronavirus outbreak on social media.,0.1333333333333333,0.04651162790697675,0.1333333333333333,0.01046026405813499,0.02127659574468085,0.28293395042419434
abstractive,"The tech industry has been battling the coronavirus for decades, and it's been a huge hit in the tech industry this year.",0.2916666666666667,0.043478260869565216,0.16666666666666666,0.013076033362231915,0.08403361344537816,0.35473600029945374
extractive,"But other findings in the report showed that Wales had the lowest availability of 4G services across the UK, with just under a quarter (23%) of adults having a 4G service in May 2015. The BBC's television services continue to perform better in Wales than in any other nation for reach, share, viewing hours and viewer appreciation scores. In 2014, radio services reached 94.5% of the adult population in Wales. Wales continued to have the highest share (59%) of listening to BBC services and the lowest share of listening to local commercial radio (26%).",0.22033898305084745,0.034482758620689655,0.15254237288135591,0.013563468529850521,0.21201413427561838,0.11480271071195602
hybrid,"Wales has the lowest number of adults having a 4G service in the UK, according to a report.",0.45,0.2631578947368421,0.45,0.10663943589330098,0.3392964975845411,0.45013919472694397
abstractive,"The number of people in Wales who are using the internet has risen by 24% in the last year, a report has found.",0.3555555555555555,0.046511627906976744,0.22222222222222224,0.03567139234299862,0.2509581367924528,0.25408273935317993
extractive,"The Conservative MP told Channel 4 News he had been ""really shocked"" to learn of its allegations that the original newspaper coverage of the claim he had used the word ""pleb"" had been corroborated by the email from the officer pretending to be an eyewitness. ""I believe now that there should be a full inquiry so that we can get to the bottom of this, so that everyone can have confidence that this sort of thing won't happen again."" London Mayor Boris Johnson said: ""An allegation that a serving police officer posed as a member of the public whilst fabricating evidence is a matter of the utmost gravity. ""I know that the Metropolitan Police Commissioner is committed to establishing the truth here, as soon as possible."" BBC political editor Nick Robinson said Mr Johnson's comments were the first time there had been suggestion of a conspiracy involving police officers. Asked why he did not give a more detailed account earlier, Mr Mitchell said: ""Well, when the story broke, the decision was made that I would apologise for what I did say, and my apology was accepted; there was no police complaints and that we would let it lie. ""Now with the benefit of hindsight, that was clearly the wrong decision."" Following the airing of the Channel 4 News report, Health Secretary Jeremy Hunt tweeted: ""Incredibly concerned at v serious C4 Dispatches suggestion that A Mitchell was stitched up, never believed he used p-word anyway."" Conservative MP David Davis told the BBC: ""He has suffered a real injustice.",0.09859154929577466,0.02127659574468085,0.06338028169014084,0.004903386083319686,0.11627906976744187,0.05031180754303932
hybrid,"A police officer who posed as a member of the public has been a ""shocking"" decision to apologise for what he said.",0.17391304347826086,0.0909090909090909,0.17391304347826086,0.029493225695852734,0.08403361344537816,0.12444191426038742
abstractive,A police officer who posed as a member of the public has been accused of threatening to snatch a cabinet minister.,0.17777777777777778,0.09302325581395349,0.17777777777777778,0.029218382523175736,0.08438818565400844,0.17433805763721466
extractive,"In 2016, when ex-President Dilma Rousseff was accused of manipulating the government budget and her impeachment trial was launched, then Vice-President Temer stepped in as acting president. In a series of carefully plotted moves, Mr Temer clearly positioned himself as a rival president. Bribery allegations Mr Temer was the first president in Brazilian history to have charges brought against him while still holding on to the top job.",0.33663366336633666,0.1414141414141414,0.25742574257425743,0.10181096920207619,0.39646126109467456,0.2884474992752075
hybrid,A former president of Brazil has been appointed as the first president to be accused of manipulating the government budget and impeachment trial.,0.2222222222222222,0.11538461538461538,0.2222222222222222,0.05295025964126698,0.14552521805081534,0.25021031498908997
abstractive,"A former president of Brazil has been accused of bribery charges against his former president, a former president who was accused of attempting to obstruct justice.",0.2456140350877193,0.0,0.14035087719298245,0.014611585048714938,0.11824324324324324,0.20185677707195282
extractive,"Their mother and sister both died from stomach cancer. Tracy, who was the only sibling to find out she did not have the gene, said: ""They told me my results first, so I just thought we would all be the same. ""Knowing what my mum and sister had gone through and so quickly, I encouraged them to have the procedure done, and they're all still here."" Sophia said: ""I read in my sister Yasmin's notes in hospital that they thought it may be genetic so I did some research and found out the hospital in Cambridge was doing a study with Cancer Research so I contacted them and went from there. ""Everyone thought I was mad until we had the results come back and when we saw it was three of us out of the four, I knew it was worth it."" Sophia said she can ""still eat and do everything"" and added: ""The only issue is maintaining my weight and my vitamin deficiencies but in comparison to having stomach cancer and a few years to live, I can't complain. He said: ""I am worried about my daughter's future, but I say to her we have all gone through it and are fine now, so whatever happens she'll be OK."" Tahir underwent his surgery five and a half years ago after his test found he had clusters of cancerous cells in his stomach lining. ""There's no doubt in my mind that having the tests and the procedure done saved my life."" Dr Marc Tischkowitz, consultant physician in medical genetics at the University of Cambridge, said: ""This is a very rare, specific type of stomach cancer. ""It's a gene that carriers can have for their lifetime and means that they are at risk of developing cancer any time."" He said the stomach removal was ""a dramatic life-changing procedure"" and said there was ""no way of knowing in all cases that the person who carries the gene will 100% have developed cancer in their lifetime"".",0.10468319559228652,0.022160664819944595,0.06611570247933886,0.0036708438218107597,0.20569562472938224,0.024470239877700806
hybrid,"A woman who had a stomach cancer test told her sister Yasmin she had ""gone through it"" and had a ""life-changing procedure"" to remove her stomach lining.",0.32,0.0,0.16,0.014358024528444816,0.17777777777777776,0.25309351086616516
abstractive,A mother and sister who died after a stomach cancer operation have been found to have the same gene.,0.4878048780487805,0.10256410256410256,0.1951219512195122,0.036290815280819594,0.26910166695112936,0.4922339618206024
